Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
PMC UBS DR JOSE RIBAMAR CAVALCANTE,5213053,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,AV ANTONIO TEODORO LEAL,227,(096) 3423-1272/1225,,CENTRO,68960000,CALCOENE - IBGE - 160020,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600205213053&VEstado=16&VCodMunicipio=160020,1600205213053,16,160020,53ff81a244a9db4862695c8d
PMC UBS DO CARNOT,2021935,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,COMUNIDADE DO CARNOT,S/N,(96)34231133,,C CARNOT,68960000,CALCOENE - IBGE - 160020,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600202021935&VEstado=16&VCodMunicipio=160020,1600202021935,16,160020,53ff81a244a9db4862695c8e
PMC POSTO MUNICIPAL DE SAUDE DO LATAIA,2021951,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,COMUNIDADE DO LATAIA,S/N,(96)4231192,,LATAIA,68960000,CALCOENE - IBGE - 160020,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600202021951&VEstado=16&VCodMunicipio=160020,1600202021951,16,160020,53ff81a344a9db4862695c8f
PMC POSTO MUNICIPAL DE SAUDE DO LORENCO,5213118,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,VILA DO LOURENCO,S/N,34261194,,LOURENCO,68960000,CALCOENE - IBGE - 160020,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600205213118&VEstado=16&VCodMunicipio=160020,1600205213118,16,160020,53ff81a344a9db4862695c90
PMC POSTO MUNICIPAL DE SAUDE DO CUNANI,2021943,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,VILA DO CUNANI,S/N,(96)4231192,,V CUNANI,68960000,CALCOENE - IBGE - 160020,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600202021943&VEstado=16&VCodMunicipio=160020,1600202021943,16,160020,53ff81a444a9db4862695c91
PMC POSTO MUNICIPAL DE SAUDE DO COCAL,2021927,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,COMUNIDADE DO GOIABAL,S/N,(96)4231192,,P DO GOIABAL,68960000,CALCOENE - IBGE - 160020,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600202021927&VEstado=16&VCodMunicipio=160020,1600202021927,16,160020,53ff81a444a9db4862695c92
PMC UNIDADE DE VIGILANCIA SANITARIA,7277083,,PREFEITURA MUNICIPAL DE CALCOENE,--,JURÍDICA,RUA JOAO ANASTACIO DOS SANTOS,00,,HOTEL TARUMA,CENTRO,68960000,CALCOENE - IBGE - 160020,AP,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600207277083&VEstado=16&VCodMunicipio=160020,1600207277083,16,160020,53ff81a544a9db4862695c95
PM APA SECRETARIA MUNICIPAL DE SAUDE,6630235,,PREFEITURA MUNICIPAL DE AMAPA,--,JURÍDICA,AVENIDA GUARANI,0728,,,SETE MANGUEIRAS,68950000,AMAPA - IBGE - 160010,AP,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600106630235&VEstado=16&VCodMunicipio=160010,1600106630235,16,160010,53ff81a744a9db4862695c9c
SES AP UNID MISTA DE SAUDE DE FERREIRA GOMES,2019663,23086176001428,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,--,JURÍDICA,AV LUZIA SERRA CAVALCANTE,774,(96)3261112,,CENTRO,68915000,FERREIRA GOMES - IBGE - 160023,AP,UNIDADE MISTA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600232019663&VEstado=16&VCodMunicipio=160023,1600232019663,16,160023,53ff81b444a9db4862695cc4
PMFG UNIDADE MOVEL ODONTOLOGICA,5457513,,PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,AV COSTA E SILVA,S/N,,,CENTRO,68915000,FERREIRA GOMES - IBGE - 160023,AP,UNIDADE MOVEL TERRESTRE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600235457513&VEstado=16&VCodMunicipio=160023,1600235457513,16,160023,53ff81b444a9db4862695cc5
PMFG UNIDADE DE VIGILANCIA SANITARIA,7268092,,PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,AV JOSE DE ANCHIETA,204,,B,CENTRO,68915000,FERREIRA GOMES - IBGE - 160023,AP,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600237268092&VEstado=16&VCodMunicipio=160023,1600237268092,16,160023,53ff81b544a9db4862695cc6
PMFG U B S MARIA LEONICE TAVARES DA SILVA,5480620,,PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,RUA CASTELO BRANCO,S/N,,,CENTRO,68915000,FERREIRA GOMES - IBGE - 160023,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600235480620&VEstado=16&VCodMunicipio=160023,1600235480620,16,160023,53ff81b544a9db4862695cc7
PMFG U B S MARIA JOANA MOREIRA DOS SANTOS,7412495,,PMFG PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,RUA FRANCISCO PINHEIRO BORGES,S/N,,,DA MONTANHA,68915000,FERREIRA GOMES - IBGE - 160023,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600237412495&VEstado=16&VCodMunicipio=160023,1600237412495,16,160023,53ff81b644a9db4862695cc8
PMFG SEMSA DE FERREIRA GOMES,7412517,,PMFG PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,RUA TIRADENTES,S/N,,,CENTRO,68915000,FERREIRA GOMES - IBGE - 160023,AP,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600237412517&VEstado=16&VCodMunicipio=160023,1600237412517,16,160023,53ff81b644a9db4862695cc9
PMFG POSTO DE SAUDE MARIA EMILIA BATISTA FERREIRA,5457432,,PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,DISTRITO DO PAREDAO,S/N,,,ZONA RURAL,68915000,FERREIRA GOMES - IBGE - 160023,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600235457432&VEstado=16&VCodMunicipio=160023,1600235457432,16,160023,53ff81b744a9db4862695cca
PMFG POSTO DE SAUDE TRIUNFO DO ARAGUARI,5457505,,PREFEITURA MUNICIPAL DE FERREIRA GOMES,--,JURÍDICA,TRIUNFO DO ARAGUARI,S/N,,,ZONA RURAL,68915000,FERREIRA GOMES - IBGE - 160023,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600235457505&VEstado=16&VCodMunicipio=160023,1600235457505,16,160023,53ff81b744a9db4862695ccb
SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI,2020076,23086176001509,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,--,JURÍDICA,AV TANCREDO NEVES,926,(96)6211502,,AGRESTE,68920000,LARANJAL DO JARI - IBGE - 160027,AP,HOSPITAL GERAL,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272020076&VEstado=16&VCodMunicipio=160027,1600272020076,16,160027,53ff81b844a9db4862695ccc
PMLAJ UNIDADE DE VIGILANCIA EM SAUDE,2020440,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA CULTURA,S/N,,,AGRESTE,68920000,LARANJAL DO JARI - IBGE - 160027,AP,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272020440&VEstado=16&VCodMunicipio=160027,1600272020440,16,160027,53ff81b844a9db4862695ccd
PMLAJ UBS NOVA ESPERANCA,2020203,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA ESPLANADA,666,,,NOVA ESPERANCA,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272020203&VEstado=16&VCodMunicipio=160027,1600272020203,16,160027,53ff81b844a9db4862695cce
PMLAJ UBS MARIA DE NAZARE SOUZA MINEIRO,3015459,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,ASSENTAMENTO NAZARE MINEIRO,S/N,,BR 156,NAZARE MINEIRO,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600273015459&VEstado=16&VCodMunicipio=160027,1600273015459,16,160027,53ff81c444a9db4862695ccf
PMLAJ UBS CENTRO,2020157,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA DA USINA,S/N,(96)36211888,,CENTRO,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272020157&VEstado=16&VCodMunicipio=160027,1600272020157,16,160027,53ff81c544a9db4862695cd0
PMLAJ UBS DR LELIO SILVA,4006496,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,AV EMILIO MEDICE,S/N,(96)36211888,,AGRESTE,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600274006496&VEstado=16&VCodMunicipio=160027,1600274006496,16,160027,53ff81c544a9db4862695cd1
PMLAJ UBS BURITIZAL,7163193,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA PIQUIA,S/N,,,BURITIZAL,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600277163193&VEstado=16&VCodMunicipio=160027,1600277163193,16,160027,53ff81c644a9db4862695cd2
PMLAJ UBS AGUA BRANCA,4006488,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,AGUA BRANCA,S/N,,BR 156,COMUNIDADE DE AGUA B,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600274006488&VEstado=16&VCodMunicipio=160027,1600274006488,16,160027,53ff81c644a9db4862695cd3
PMLAJ UBS CASTANHEIRA,5213142,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA MAZAGAO,S/N,,,CASTANHEIRA,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600275213142&VEstado=16&VCodMunicipio=160027,1600275213142,16,160027,53ff81c644a9db4862695cd4
PMLAJ SECRETARIA MUNICIPAL DE SAUDE,7427212,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA ARACAJU,S/N,96 3621 1888,,LOTEAMENTO CAJARI,68920000,LARANJAL DO JARI - IBGE - 160027,AP,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600277427212&VEstado=16&VCodMunicipio=160027,1600277427212,16,160027,53ff81c744a9db4862695cd5
PMLAJ PS PADARIA,2020181,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,LARANJAL DO JARI,S/N,,RIBEIRINHA,COMUNIDADE PADARIA,68920000,LARANJAL DO JARI - IBGE - 160027,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272020181&VEstado=16&VCodMunicipio=160027,1600272020181,16,160027,53ff81c744a9db4862695cd6
PMLAJ PS CONCEICAO DO MURIACA,6560458,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,COMUNIDADE CONCEICAO DO MURIACA,S/N,,ZONA RURAL,ZONA RURAL,68920000,LARANJAL DO JARI - IBGE - 160027,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600276560458&VEstado=16&VCodMunicipio=160027,1600276560458,16,160027,53ff81c844a9db4862695cd7
PMLAJ LABORATORIO DE ANALISES CLINICAS,6563104,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA PROGRESSO,S/N,,,AGRESTE,68920000,LARANJAL DO JARI - IBGE - 160027,AP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600276563104&VEstado=16&VCodMunicipio=160027,1600276563104,16,160027,53ff81c844a9db4862695cd8
PMLAJ CENTRO DE FISIOTERAPIA DE LARANJAL DO JARI,6563090,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,RUA ARACAJU,S/N,,,LOTEAMENTO CAJARI,68920000,LARANJAL DO JARI - IBGE - 160027,AP,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER-II),MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600276563090&VEstado=16&VCodMunicipio=160027,1600276563090,16,160027,53ff81c944a9db4862695cd9
PM LAJ PS MARINHO DO CAJARI,2022184,,PREFEITURA MUNICIPAL DE LARANJAL DO JARI,--,JURÍDICA,LARANJAL DO JARI,S/N,,BR 156,MARINHO,68920000,LARANJAL DO JARI - IBGE - 160027,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600272022184&VEstado=16&VCodMunicipio=160027,1600272022184,16,160027,53ff81c944a9db4862695cda
PM ITAUBAL POSTO DE SAUDE SAO TOME DO MACACOARI,2021331,,PREFEITURA MUNICIPAL DE ITAUBAL,--,JURÍDICA,SAO TOME DO MACACOARI,01,(96)3241229,,AREA RURAL,68976000,ITAUBAL - IBGE - 160025,AP,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=AP00000000000000099990010000005&VEstado=16&VCodMunicipio=160025,AP00000000000000099990010000005,16,160025,53ff81ca44a9db4862695cdb
