Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
UNIDADE BASICA DE SAUDE LARANJEIRAS BOM JARDIM,2463024,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA BAHIA SN,S/N,,,LARANJEIRA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052463024&VEstado=21&VCodMunicipio=210005,2100052463024,21,210005,5407c2f9e65f008c21207f54
UNIDADE BASICA DE SAUDE NOVA VITORIA,5728878,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,ASSENTAMENTO NOVA VITORIA,S/N,,ASSENTAMENTO,NOVA CONQUISTA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055728878&VEstado=21&VCodMunicipio=210005,2100055728878,21,210005,5407c2f9e65f008c21207f55
UNIDADE BASICA DE SAUDE JACU PRIMAVERA,7238495,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA BENTO GONCALVES,01,,QD 07 LT A1,RESIDENCIAL PRIMAVER,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,097/2013,SMS,30/04/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057238495&VEstado=21&VCodMunicipio=210005,2100057238495,21,210005,5407c2fae65f008c21207f56
UNIDADE BASICA DE SAUDE JACU,2462966,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA MEDEIROS NETO,10,( ),,VILA MARANHAO,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052462966&VEstado=21&VCodMunicipio=210005,2100052462966,21,210005,5407c2fae65f008c21207f57
UNIDADE BASICA DE SAUDE JOAO PAULO II,5980674,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA SERGIPE,02,,QUADRA 10,VILA ILDEMAR,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055980674&VEstado=21&VCodMunicipio=210005,2100055980674,21,210005,5407c2fbe65f008c21207f58
UNIDADE BASICA DE SAUDE II DO PEQUIA,2462931,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,BR 222,S/N,( ),,POV PEQUIA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052462931&VEstado=21&VCodMunicipio=210005,2100052462931,21,210005,5407c2fbe65f008c21207f59
UNIDADE BASICA DE SAUDE CORREGO NOVO,2462990,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA PARAGUAI,S/N,,,CORREGO NOVO,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052462990&VEstado=21&VCodMunicipio=210005,2100052462990,21,210005,5407c2fce65f008c21207f5a
UNIDADE BASICA DE SAUDE CENTRO DE SAUDE DE ACAILANDIA,2462923,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA SAO PAULO,S/N,(98)5381617,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052462923&VEstado=21&VCodMunicipio=210005,2100052462923,21,210005,5407c2fce65f008c21207f5b
UNIDADE BASICA DE SAUDE CAPELOSA,2462958,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA NORTE SUL,242,,,VILA CAPELOSA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052462958&VEstado=21&VCodMunicipio=210005,2100052462958,21,210005,5407c2fce65f008c21207f5c
UNIDADE BASICA DE SAUDE CONQUISTA DA LAGOA,5729009,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA SANTO ANTONIO,11,,ASSENTAMENTO,CONQUISRA DA LAGOA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055729009&VEstado=21&VCodMunicipio=210005,2100055729009,21,210005,5407c2fce65f008c21207f5d
UNIDADE BASICA DE SAUDE AV PRINCIPAL XIII XIV,3563375,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,QUADRA 57 LOTE 123 E 125,125,,,VILA ILDEMAR,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100053563375&VEstado=21&VCodMunicipio=210005,2100053563375,21,210005,5407c2fde65f008c21207f5e
TULIO CEZAR GONCALVES,5069912,,TULIO CEZAR GONCALVES,--,FÍSICA,BR 222 KM 02,S/N,,,JARDIM AMERICA,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055069912&VEstado=21&VCodMunicipio=210005,2100055069912,21,210005,5407c2fde65f008c21207f5f
UNIDADE BASICA DE SAUDE CALIFORNIA,5097126,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA OZIEL ALVES,0607,,ASSENTAMENTO,CALIFORNIA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055097126&VEstado=21&VCodMunicipio=210005,2100055097126,21,210005,5407c2fde65f008c21207f60
UNIDADE BASICA DE SAUDE CAIC,2360500,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,CAIC,S/N,,,JARDIM DE ALA,65930000,ACAILANDIA - IBGE - 210005,MA,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100052360500&VEstado=21&VCodMunicipio=210005,2100052360500,21,210005,5407c2fee65f008c21207f61
TECNOLAB,3105377,04474285000234,TECNOLAB TECNOLOGIA LABORATORIAL LTDA,--,JURÍDICA,RUA PRINCIPAL,S/N,( 9)95385437,,VILA ILDEMAR,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100053105377&VEstado=21&VCodMunicipio=210005,2100053105377,21,210005,5407c2fee65f008c21207f62
SAMU 192 SUPORTE BASICO DE VIDA II ACAILANDIA MA,7006926,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA JOAO DE DEUS,1,,SEM NUMERO,GETAT,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,0009/12,SMS,18/01/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057006926&VEstado=21&VCodMunicipio=210005,2100057006926,21,210005,5407c2ffe65f008c21207f63
SMO,5439043,04841831000147,SERVICO DE MEDICINA OCUPACIONAL,--,JURÍDICA,RODOVIA BR 222 KM 02,02,(99) 3538-1436,,JARDIM AMERICA,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055439043&VEstado=21&VCodMunicipio=210005,2100055439043,21,210005,5407c300e65f008c21207f64
SAMU 192 SUPORTE BASICO DE VIDA I ACAILANDIA MA,7006829,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA JOAO DE DEUS,1,,SEM NUMERO,GETAT,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,0009/12,SMS,18/01/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057006829&VEstado=21&VCodMunicipio=210005,2100057006829,21,210005,5407c300e65f008c21207f65
SMT SERVICOS DE MEDICINA DO TRABALHO,5983444,09250037000142,SMT SERVICOS DE MEDICINA DO TRABALHO,--,JURÍDICA,RUA ARASSUAI QUADRA 04 CASA 20,S/N,,,VL BOM JARDIM,65930000,ACAILANDIA - IBGE - 210005,MA,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055983444&VEstado=21&VCodMunicipio=210005,2100055983444,21,210005,5407c300e65f008c21207f66
SORRISO COM,6313353,10833963000120,VIEIRA RIGONI ASSISTENCIA ODONTOLOGICA LTDA,--,JURÍDICA,RUA SAO LUIS,203,,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,061/09,SMS,06/08/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100056313353&VEstado=21&VCodMunicipio=210005,2100056313353,21,210005,5407c300e65f008c21207f67
SECRETARIA MUNICIPAL DE SAUDE DE ACAILANDIA,6383572,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA MARANHAO,1555,(99)35383743,,GETAT,65930000,ACAILANDIA - IBGE - 210005,MA,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100056383572&VEstado=21&VCodMunicipio=210005,2100056383572,21,210005,5407c300e65f008c21207f68
SAMU 192 SUPORTE AVANCADO DE VIDA ACAILANDIA MA,6931758,11816419000132,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA JOAO DE DEUS,1,,SEM NUMERO,GETAT,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,0009/12,SMS,18/01/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100056931758&VEstado=21&VCodMunicipio=210005,2100056931758,21,210005,5407c300e65f008c21207f69
ROSANA MORAIS ODONTOLOGIA ESPECIALIZADA,7348223,14441275000175,MORAIS SANTOS E CIA LTDA,--,JURÍDICA,RUA CEARA,569,9935381329,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,134/13,SMS,08/08/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057348223&VEstado=21&VCodMunicipio=210005,2100057348223,21,210005,5407c300e65f008c21207f6a
ROGERIO PORCIONATO,5069858,,ROGERIO PORCIONATO,--,FÍSICA,RUA TOPAZIO,21,,,JARDIM AMERICA,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055069858&VEstado=21&VCodMunicipio=210005,2100055069858,21,210005,5407c301e65f008c21207f6b
REGINA MARIA DA CUNHA,5367034,,REGINA MARIA DA CUNHA,--,FÍSICA,RUA GAMA 0 LOTE 01 QD 11 PARQUE PLANALTO,833,,,PARQUE PLANALTO,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,027/10,SMS,30/03/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055367034&VEstado=21&VCodMunicipio=210005,2100055367034,21,210005,5407c301e65f008c21207f6c
PROGRAMA MUNICIPAL DE DST AIDS,5600278,,PREFEITURA MUNICIPAL DE ACAILANDIA,--,JURÍDICA,RUA DUQUE DE CAXIAS,1449,3538-3516,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,1244,SMS,08/09/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055600278&VEstado=21&VCodMunicipio=210005,2100055600278,21,210005,5407c303e65f008c21207f6d
ODONTOCLASS,6026478,10294151000153,VIEIRA FRAGA ASSISTENCIA ODONTOLOGICA LTDA,--,JURÍDICA,RUA SAO FRANCISCOS,1136,,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,056/08,SMS,09/10/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100056026478&VEstado=21&VCodMunicipio=210005,2100056026478,21,210005,5407c303e65f008c21207f6e
PETRONIO GONCALVES DOS SANTOS,5069815,,PETRONIO GONCALVES DOS SANTOS,--,FÍSICA,BR 222 KM 02,S/N,,,JARDIM AMERICA,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055069815&VEstado=21&VCodMunicipio=210005,2100055069815,21,210005,5407c303e65f008c21207f6f
MTA MEDICINA OCUPACIONAL,7357486,18490782000150,MTA MEDICINA OCUPACIONAL SAO LUIZ EIRELI,--,JURÍDICA,RUA SAO FRANCISCO,705,9935382090,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,POLICLINICA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,161/13,SMS,06/08/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057357486&VEstado=21&VCodMunicipio=210005,2100057357486,21,210005,5407c303e65f008c21207f70
PAULO HENRIQUE CORTEZ FERREIRA,5283302,,PAULO HENRIQUE CORTES FERREIRA,--,FÍSICA,RUA SANTOIS DUMONT,170,,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055283302&VEstado=21&VCodMunicipio=210005,2100055283302,21,210005,5407c304e65f008c21207f71
MEDCENTER ACAILANDIA,7293151,17734644000106,MEDCENTER ACAILANDIA LTDA ME,--,JURÍDICA,RUA MARANHAO,1712,9935383523,,GETAT,65930000,ACAILANDIA - IBGE - 210005,MA,POLICLINICA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,P 068/13 L 051/13,SMS,19/04/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057293151&VEstado=21&VCodMunicipio=210005,2100057293151,21,210005,5407c304e65f008c21207f72
MARCELO DE CASTRO SANTAROSA,5069920,,MARCELO DE CASTRO SANTAROSA,--,FÍSICA,BR 222 KM 02,S/N,,,JARDIM AMERICA,65930000,ACAILANDIA - IBGE - 210005,MA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100055069920&VEstado=21&VCodMunicipio=210005,2100055069920,21,210005,5407c304e65f008c21207f73
LABORMED,6220754,09504962000152,LABORATORIO FARMACIA L J LTDA,--,JURÍDICA,QUADRA 22 AV PRINCIPAL,65,,,VILA ILDEMAR,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,253/2009,SMS,13/02/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100056220754&VEstado=21&VCodMunicipio=210005,2100056220754,21,210005,5407c305e65f008c21207f74
MEDCLIN LABORATORIO DE ANALISES CLINICAS,7206380,17095848000144,MEDCLIN LABORATORIO DE ANALISES CLINICAS LTDA ME,--,JURÍDICA,RUA CEARA,521,,,CENTRO,65930000,ACAILANDIA - IBGE - 210005,MA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,3362013,SMS,05/03/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2100057206380&VEstado=21&VCodMunicipio=210005,2100057206380,21,210005,5407c306e65f008c21207f75
