Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
HOSPITAL REGIONAL HELIO MORAIS MARINHO,2410443,08241754011260,SECRETARIA ESTADUAL DA SAUDE,--,JURÍDICA,RUA PROJETADA,S/N,(84)3332260,BR 405 KM 76,RODOVIARIA,59700000,APODI - IBGE - 240100,RN,HOSPITAL GERAL,,ESTADUAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401002410443&VEstado=24&VCodMunicipio=240100,2401002410443,24,240100,540805fd5a51e8a733bbf46d
FISIOCLINICA APODI,7341458,18448491000101,M DAS G E SOARES GOMES ME,--,JURÍDICA,RUA PITANGA,37,,,CONJUNTO COHAB,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,007/13,SMS,18/07/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401007341458&VEstado=24&VCodMunicipio=240100,2401007341458,24,240100,540805fe5a51e8a733bbf46e
MASTER CLINICA FISIOTERAPIA,7311974,18451851000116,T DE O CAMARA MARINHO ME,--,JURÍDICA,RUA PROFESSOR CAMARA CASCUDO,74,8494084018,,SAO SEBASTIAO,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,008/13,SMS,18/07/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401007311974&VEstado=24&VCodMunicipio=240100,2401007311974,24,240100,540805fe5a51e8a733bbf46f
CLINLAB,2693569,00641302000220,CLINLAB CLINICA E LABORATORIO LTDA,--,JURÍDICA,RUA BARROMEU DE BRITO GUERRA,76,(84)3332235,,CENTRO,59700000,APODI - IBGE - 240100,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1623,SES,18/07/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401002693569&VEstado=24&VCodMunicipio=240100,2401002693569,24,240100,540805fe5a51e8a733bbf470
LABORATORIO DE PROTESES DENTARIA DE APODI,6813275,,PREFEITURA MUNICIPAL DE APODI,--,JURÍDICA,AVENIDA VINGT ROSADO,S/N,8433332127,,CENTRO,59700000,APODI - IBGE - 240100,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),LABORATORIO REGIONAL DE PROTESE DENTARIA (LRPD),MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401006813275&VEstado=24&VCodMunicipio=240100,2401006813275,24,240100,540805fe5a51e8a733bbf471
M S FISIOCLINICA,7281722,07722854000120,M S FISIOCLINICA LTDA,--,JURÍDICA,RUA BORROMEL DE BRITO GUERRA,76,8494509210,SALA 01 E 02,CENTRO,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,011/13,SMS,12/09/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401007281722&VEstado=24&VCodMunicipio=240100,2401007281722,24,240100,540805ff5a51e8a733bbf472
CLINIVIDA,7299117,17814000000128,W M CLINAP FISIOTERAPIA LTDA ME,--,JURÍDICA,AV MARECHAL FLORIANO,69,8494813031,,CENTRO,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,002/13,SMS,24/05/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401007299117&VEstado=24&VCodMunicipio=240100,2401007299117,24,240100,540805ff5a51e8a733bbf473
CLINICA DE OLHOS DE APODI,4012291,24521056000230,CLINICA DE OTORRINOLARINGOLGIA DE MOSSORO LTDA,--,JURÍDICA,RUA PITANGA,37,(84)3333183,CONJUNTO COHAB,COHAB,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1157,SMS,05/04/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401004012291&VEstado=24&VCodMunicipio=240100,2401004012291,24,240100,540805ff5a51e8a733bbf474
CITOLAB,2693941,04571165000174,CITOLAB CITOLOGIA E LABORATORIO LTDA,--,JURÍDICA,RUA ANTONIO LOPES FILHO,123,(84)3332578,,CENTRO,59700000,APODI - IBGE - 240100,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1306/2013,SES,29/04/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401002693941&VEstado=24&VCodMunicipio=240100,2401002693941,24,240100,540805ff5a51e8a733bbf475
CEO RETHEMBURGO FERREIRA DE SOUZA,7131097,,PREFEITURA MUNICIPAL DE APODI,--,JURÍDICA,RUA ANTONIO LOPES FILHOS,72,,,CENTRO,59700000,APODI - IBGE - 240100,RN,CLINICA/CENTRO DE ESPECIALIDADE,CEO-I,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401007131097&VEstado=24&VCodMunicipio=240100,2401007131097,24,240100,540806005a51e8a733bbf476
CENTRO DE SAUDE DE APODI,2410451,,PREFEITURA MUNICIPAL DE APODI,--,JURÍDICA,AV VAN ROSADO,S/N,(84)3332127,,CENTRO,59700000,APODI - IBGE - 240100,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401002410451&VEstado=24&VCodMunicipio=240100,2401002410451,24,240100,540806005a51e8a733bbf477
CECAP,6196454,08438142000147,CENTRO CLINICO APODI LTDA,--,JURÍDICA,PRACA GETULIO VARGAS,44,(84)3333-2055,,CENTRO,59700000,APODI - IBGE - 240100,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1499,SMS,16/03/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401006196454&VEstado=24&VCodMunicipio=240100,2401006196454,24,240100,540806005a51e8a733bbf478
VIGILANCIA SANITARIA,6870260,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,RUA EXPEDITO ALVES,328,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401456870260&VEstado=24&VCodMunicipio=240145,2401456870260,24,240145,540806015a51e8a733bbf479
CENTRO DE ATENCAO PSICOSSOCIAL CAPS 1,5091179,,PREFEITIURA MUNICIPAL DE APODI,--,JURÍDICA,RUA FRANCISCO CABRAL COSTA,11,,,COHAB,59700000,APODI - IBGE - 240100,RN,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS I,ESTADUAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401005091179&VEstado=24&VCodMunicipio=240100,2401005091179,24,240100,540806015a51e8a733bbf47a
UNIDADE BASICA DE SAUDE ISAU BARBOZA,8014604,,PREFEITURA MUNICIPAL BARAUNA,--,JURÍDICA,AV JERONIMO ROSADO,S/N,84,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401458014604&VEstado=24&VCodMunicipio=240145,2401458014604,24,240145,540806025a51e8a733bbf47b
UNIDADE BASICA DE SAUDE DE VELAME,2486423,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,SITIO VELAME,S/N,,,SITIO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401452486423&VEstado=24&VCodMunicipio=240145,2401452486423,24,240145,540806025a51e8a733bbf47c
UNIDADE BASICA DE SAUDE DE PICO ESTREITO,8014574,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,SITIO PICO ESTREITO,S/N,84,,SITIO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401458014574&VEstado=24&VCodMunicipio=240145,2401458014574,24,240145,540806025a51e8a733bbf47d
UNIDADE BASICA DE SAUDE FRANCISCO SALDANHA,8014612,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,MALFISA SALDANHA,S/N,84,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401458014612&VEstado=24&VCodMunicipio=240145,2401458014612,24,240145,540806025a51e8a733bbf47e
UNIDADE BASICA DE SAUDE DE VILA NOVA,7169264,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,ASSENTAMENTO VILA NOVA MAISA,S/N,,,SITIO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401457169264&VEstado=24&VCodMunicipio=240145,2401457169264,24,240145,540806025a51e8a733bbf47f
UNIDADE BASICA DE SAUDE DE FORMOSA,7169248,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,SITIO FORMOSA,S/N,,,SITIO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401457169248&VEstado=24&VCodMunicipio=240145,2401457169248,24,240145,540806025a51e8a733bbf480
SAMU 192 BARAUNA,7239912,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,RUA JOSE ANDRE,S/N,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401457239912&VEstado=24&VCodMunicipio=240145,2401457239912,24,240145,540806035a51e8a733bbf481
POSTO DE SAUDE MOINHO NOVO,6804969,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,RUA EXPEDITO ALVES,328,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401456804969&VEstado=24&VCodMunicipio=240145,2401456804969,24,240145,540806045a51e8a733bbf482
UNIDADE BASICA DE SAUDE DE JUREMAL,2486415,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,SITIO JUREMAL,S/N,84,,JUREMAL,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401452486415&VEstado=24&VCodMunicipio=240145,2401452486415,24,240145,540806045a51e8a733bbf483
LABORATORIO MUNICIPAL,7306423,,LABORATORIO MUNICIPAL,--,JURÍDICA,AVENIDA JERONIMO ROSADO,S/N,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,LABORATORIO DE SAUDE PUBLICA,LABORATORIO MUNICIPAL,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401457306423&VEstado=24&VCodMunicipio=240145,2401457306423,24,240145,540806045a51e8a733bbf484
CLINICA DE FISIOTERAPIA,5550807,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,AV JERONIMO ROSADO,S/N,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401455550807&VEstado=24&VCodMunicipio=240145,2401455550807,24,240145,540806055a51e8a733bbf485
HOSPITAL E MATERNIDADE FRANCISCO BEZERRA SOBRINHO,2407833,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,AV JERONIMO ROSADO,S/N,,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,UNIDADE MISTA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401452407833&VEstado=24&VCodMunicipio=240145,2401452407833,24,240145,540806055a51e8a733bbf486
POSTO DE SAUDE DO CINDERELA,5550815,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,MANOEL VIANA,50,,,CINDERELA,59695000,BARAUNA - IBGE - 240145,RN,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401455550815&VEstado=24&VCodMunicipio=240145,2401455550815,24,240145,540806055a51e8a733bbf487
POSTO DE SAUDE DE VERTENTES,8014558,,PREFEITURA MUNICIPAL DE BARAUNA,--,JURÍDICA,SITIO VERTENTES,S/N,,,SITIO,59695000,BARAUNA - IBGE - 240145,RN,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401458014558&VEstado=24&VCodMunicipio=240145,2401458014558,24,240145,540806055a51e8a733bbf488
CENTRAL DE REGULACAO,7037805,,CENTRAL DE REGULACAO,--,JURÍDICA,RUA DINARTE MARIZ,S/N,8433202723,,CENTRO,59695000,BARAUNA - IBGE - 240145,RN,CENTRAL DE REGULACAO DO ACESSO,ALTA COMPLEXIDADE E AMBULATORIAL,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2401457037805&VEstado=24&VCodMunicipio=240145,2401457037805,24,240145,540806065a51e8a733bbf489
VIVER CLINICA MEDICA E ANALISES CLINICAS,7052812,15377894000100,EIA CLINICA MEDICA E ANALISES CLINICAS LTDA,--,JURÍDICA,AV SENADOR JOAO CAMARA,73,33314526,,JANDUIS,59650000,ACU - IBGE - 240020,RN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2400207052812&VEstado=24&VCodMunicipio=240020,2400207052812,24,240020,540806065a51e8a733bbf48a
