Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
PS ETELVINA MENDES DE SOUSA,2369117,,SMS DE LAGOA DO BARRO,--,JURÍDICA,AV 29 DE ABRIL,20,(89)34980020,,CENTRO,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,000027,SMS,01/09/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205562369117&VEstado=22&VCodMunicipio=220556,2205562369117,22,220556,5408063be24eb0b733455ddf
PS DE ROBERTA DIAS DOS SANTOS,2369133,,SMS DE LAGOA DO BARRO DO PIAUI,--,JURÍDICA,LOC MALHADA,S/N,( )4871377,,ZONA RURAL,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,000034,SMS,30/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205562369133&VEstado=22&VCodMunicipio=220556,2205562369133,22,220556,5408063be24eb0b733455de0
LRPD LABORATORIO REGIONAL DE PROTESE DENTARIA,7036191,,SECRETARIA MUNICIPAL DE LAGOA DO BARRO DO PIAUI,--,JURÍDICA,AV 29 DE ABRIL,S/N,,,CENTRO,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),LABORATORIO REGIONAL DE PROTESE DENTARIA (LRPD),MUNICIPAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205567036191&VEstado=22&VCodMunicipio=220556,2205567036191,22,220556,5408063ce24eb0b733455de1
ACADEMIA DA SAUDE MARIA RIBEIRO DE JESUS,7284470,,MUNICIPIO DE LAGOA DO BARRO DO PIAUI SECRETARIA DE SAUDE,--,JURÍDICA,RUA DAMIAO PEREIRA,S/N,,,CENTRO,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,POLO ACADEMIA DA SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,00064,SMS,10/07/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205567284470&VEstado=22&VCodMunicipio=220556,2205567284470,22,220556,5408063ce24eb0b733455de3
PS JULIANA MENDES DA LUZ,7212305,,MUNICIPIO DE LAGOA DO BARRO DO PIAUI SECRETARIA DE SAUDE,--,JURÍDICA,POVOADO NOVA DESCOBERTA,S/N,,,ZONA RURAL,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205567212305&VEstado=22&VCodMunicipio=220556,2205567212305,22,220556,5408063ce24eb0b733455de5
PS MARIA DAS DORES DE JESUS,2369141,,SMS DE LAGOA DO BARRO DO PIAUI,--,JURÍDICA,POVOADO UMBURANA I,S/N,,,ZONA RURAL,64768000,LAGOA DO BARRO DO PIAUI - IBGE - 220556,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,000032,SMS,30/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2205562369141&VEstado=22&VCodMunicipio=220556,2205562369141,22,220556,5408063de24eb0b733455de6
UMS DONA AUGUSTA ARCOVERDE,2364875,,PM DE NOVO ORIENTE,--,JURÍDICA,RUA INACIO BARBOSA,S/N,(86)4751135,,CENTRO,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,UNIDADE MISTA,,MUNICIPAL,DUPLA,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,200201502,SES,21/02/2002,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902364875&VEstado=22&VCodMunicipio=220690,2206902364875,22,220690,540806ea3467a3e733a87294
PS SACO,2326043,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO SACO,02,,,ZONZ RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,2,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326043&VEstado=22&VCodMunicipio=220690,2206902326043,22,220690,540806ea3467a3e733a87296
PS PE DA SERRA,2326094,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO PE DA SERRA,07,,,ZONA RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,7,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326094&VEstado=22&VCodMunicipio=220690,2206902326094,22,220690,540806ea3467a3e733a87297
PS GIL MARQUES,2326086,,SMS NOVO ORIENTE,--,JURÍDICA,GIL MARQUES,08,,,GIL MARQUES,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,8,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326086&VEstado=22&VCodMunicipio=220690,2206902326086,22,220690,540806eb3467a3e733a87298
SMS NOVO ORIENTE PSF,2326027,,SMS NOVO ORIENTE,--,JURÍDICA,AV TANCREDO NEVES,03,,,DIRCEU MENDES,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,3,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326027&VEstado=22&VCodMunicipio=220690,2206902326027,22,220690,540806eb3467a3e733a87299
SEC MUN SAUDE DE NOVO ORIENTE PIAUI,6555187,,PM NOVO ORIENTE,--,JURÍDICA,RUA 07 DE SETEMBRO,480,,,CENTRO,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206906555187&VEstado=22&VCodMunicipio=220690,2206906555187,22,220690,540806eb3467a3e733a8729a
PS CARAIBAS PSF,2326078,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO CARAIBAS,05,,,ZONZ RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,6,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326078&VEstado=22&VCodMunicipio=220690,2206902326078,22,220690,540806eb3467a3e733a8729b
PS BENTO GONCALVES,2669048,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO ZONA RURAL,06,,,ZONA RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,6,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902669048&VEstado=22&VCodMunicipio=220690,2206902669048,22,220690,540806eb3467a3e733a8729c
PS AREIAS,2326035,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO AREIAS,1,,,ZONA RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,1,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326035&VEstado=22&VCodMunicipio=220690,2206902326035,22,220690,540806ec3467a3e733a8729d
PS APRASIVEL PSF,2326051,,SMS NOVO ORIENTE,--,JURÍDICA,POVOADO APRASIVEL,4,,,ZONA RURAL,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,4,SMS,29/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206902326051&VEstado=22&VCodMunicipio=220690,2206902326051,22,220690,540806ec3467a3e733a8729e
USF 05 DE PORTO,5665329,,SMS PORTO,--,JURÍDICA,ALTO BONITO CAVAS VERDES DIRCEU ARCO VERDE,001,8632431200,,ZONA URBANA,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208505665329&VEstado=22&VCodMunicipio=220850,2208505665329,22,220850,540806ff3467a3e733a872da
USF 02 DE PORTO,2314916,,SMS DE PORTO DO PIAUI,--,JURÍDICA,RUA TEODORO SOUSA,302,(86)2431200,,CENTRO,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502314916&VEstado=22&VCodMunicipio=220850,2208502314916,22,220850,540807003467a3e733a872dc
SECRETARIA MUNICIPAL DE SAUDE DE PORTO,2366991,,SMS DE PORTO,--,JURÍDICA,RUA TEODORO SOUSA,302,(86)2431200,,CENTRO,64145000,PORTO - IBGE - 220850,PI,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502366991&VEstado=22&VCodMunicipio=220850,2208502366991,22,220850,540807013467a3e733a872dd
USF 01 DE PORTO,2367025,,SMS DE PORTO,--,JURÍDICA,LOCALIDADE TITARAS,S/N,(86)2431200,,ZONA RURAL,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502367025&VEstado=22&VCodMunicipio=220850,2208502367025,22,220850,540807013467a3e733a872de
MARIA DOS REMEDIOS DOCARMO LIMA,7426534,,SMS DE PORTO,--,JURÍDICA,RUA PADRE FORMIGA,S/N,,,CENTRO,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208507426534&VEstado=22&VCodMunicipio=220850,2208507426534,22,220850,540807023467a3e733a872df
USF 04 DE PORTO,2367009,,SMS DE PORTO,--,JURÍDICA,ESTIVA TENDA DE COCO PICARREIRA MOCAMBO,S/N,(86)2431200,,ZONA RURAL,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502367009&VEstado=22&VCodMunicipio=220850,2208502367009,22,220850,540807023467a3e733a872e0
USF 03 DE PORTO,2367017,,SMS DE PORTO,--,JURÍDICA,ZONA RURAL,S/N,(86)2431200,RUA NOVA,ZONA RURAL,64145000,PORTO - IBGE - 220850,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502367017&VEstado=22&VCodMunicipio=220850,2208502367017,22,220850,540807023467a3e733a872e1
HOSP LOCAL DR ROOSEVELT BASTOS,2694298,,PREFEITURA MUNICIPAL DE PORTO,--,JURÍDICA,AVENIDA DIRCEU ARCOVERDE,360,(86) 3243 1150,,CENTRO,64145000,PORTO - IBGE - 220850,PI,HOSPITAL GERAL,,MUNICIPAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2208502694298&VEstado=22&VCodMunicipio=220850,2208502694298,22,220850,540807043467a3e733a872e4
ACADEMIA DA SAUDE GIL MARQUES,7364628,,SMS NOVO ORIENTE DO PIAUI,--,JURÍDICA,AVENIDA JOAO RUFINO DA SILVA,S/N,,,GIL MARQUES,64530000,NOVO ORIENTE DO PIAUI - IBGE - 220690,PI,POLO ACADEMIA DA SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2206907364628&VEstado=22&VCodMunicipio=220690,2206907364628,22,220690,540807263f4832f733cf9979
PS LAGOA DO CANTO,2366983,,SMS DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,POVOADO LAGOA DO CANTO,S/N,,,LAGOA DO CANTO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209402366983&VEstado=22&VCodMunicipio=220940,2209402366983,22,220940,540807303f4832f733cf99a1
PS CARVALHO,5525896,,SMS DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,CARVALHO,S/N,,CASA,CARVALHO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209405525896&VEstado=22&VCodMunicipio=220940,2209405525896,22,220940,540807303f4832f733cf99a2
PS ACAMPAMENTO,2366959,,SMS DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,ACAMPAMENTO,S/N,,CASA,ACAMPAMENTO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209402366959&VEstado=22&VCodMunicipio=220940,2209402366959,22,220940,540807313f4832f733cf99a3
SECRETARIA MUNICIPAL DE SAUDE SANTO ANTONIO DE LISBOA,7521014,,SECRETARIA MUNICIPAL DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,RUA SETE DE SETEMBRO,352,89 3449 1313,PREDIO,CENTRO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209407521014&VEstado=22&VCodMunicipio=220940,2209407521014,22,220940,540807313f4832f733cf99a4
PS TORROES,5831040,,SMS DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,TORROES,S/N,,PREDIO,TORROES,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209405831040&VEstado=22&VCodMunicipio=220940,2209405831040,22,220940,540807313f4832f733cf99a5
HOSPITAL MUNICIPAL PEDRO VICENTE,6217621,08867144000151,HOSPITAL MUNICIPAL PEDRO VICENTE DA SILVA,--,JURÍDICA,RUA ANTONIO RODRIGUES,S/N,89 3449 1263,,CENTRO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,UNIDADE MISTA,,MUNICIPAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209406217621&VEstado=22&VCodMunicipio=220940,2209406217621,22,220940,540807313f4832f733cf99a6
PS SITIO SALVADOR,2366967,,SMS DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,POVOADO SITIO SALVADOR,S/N,89 34491313,,SITIO SALVADOR,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209402366967&VEstado=22&VCodMunicipio=220940,2209402366967,22,220940,540807313f4832f733cf99a7
FISIOCLINICA,6390978,02249208000174,FISIOCLINICA CLINICA DE FISIOTERAPIA E REABILIITACAO S S LTD,--,JURÍDICA,RUA CIRILO LURA,73,89 3449 1161/1267,,CENTRO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,CL2009 06910,SES,29/10/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209406390978&VEstado=22&VCodMunicipio=220940,2209406390978,22,220940,540807323f4832f733cf99a8
CENTRO DE SAUDE,2366975,,SECRETARIA MUNCIPAL DE SAUDE DE SANTO ANTONIO DE LISBOA,--,JURÍDICA,RUA JOSE LOPES DA SILVA,S/N,,PREDIO,CENTRO,64640000,SANTO ANTONIO DE LISBOA - IBGE - 220940,PI,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2209402366975&VEstado=22&VCodMunicipio=220940,2209402366975,22,220940,540807323f4832f733cf99a9
